title,link,date,summary
SMM Morning Comment For SHFE Base Metals On June 24,https://news.metal.com/newscontent/102815056/SMM-Morning-Comment-For-SHFE-Base-Metals-On-June-24,2024-06-24,"Last Friday evening, LME copper opened at $9,715.5/mt, initially reaching a high of $9,726.5/mt before declining to a low of $9,651/mt during the session."
"Downstream operating rate has not picked up, making destocking of aluminum billets still challenging",https://news.metal.com/newscontent/102815029/Downstream-operating-rate-has-not-picked-up-making-destocking-of-aluminum-billets-still-challenging,2024-06-24,"As of June 20, domestic aluminum billet social inventory was 151,800 mt, down 11,000 mt WoW and down 5,500 mt from Jun 17, still at a high level for the same period in nearly four years, narrowing the YoY gap to 13,800 mt."
"As destocking boosted market confidence after the holiday, spot prices stabilized",https://news.metal.com/newscontent/102815023/As-destocking-boosted-market-confidence-after-the-holiday-spot-prices-stabilized,2024-06-24,"On June 20, 2024, SMM reported that the total social inventory of aluminum ingots was 756,000 mt, (the amount for sale stood at 629,000 mt), down 25,000 mt WoW and down 13,000 mt from Jun 17, but still nearly 250,000 mt higher YoY."
"Aluminum prices to remain weak in the short term, keeping an eye on inventory changes",https://news.metal.com/newscontent/102815021/Aluminum-prices-to-remain-weak-in-the-short-term-keeping-an-eye-on-inventory-changes,2024-06-24,"This week, the macroeconomic front was intertwined with both positive and negative factors."
SMM Aluminum Market Morning Comment (June 24),https://news.metal.com/newscontent/102814966/SMM-Aluminum-Market-Morning-Comment-June-24,2024-06-24,"Last Friday night, the most-traded SHFE 2408 aluminum contract opened at 20,430 yuan/mt, reaching a high of 20,470 yuan/mt and a low of 20,385 yuan/mt, and closed at 20,435 yuan/mt, down 120 yuan/mt, a decrease of 0.58%."
SMM Morning Comment For SHFE Base Metals On June 20,https://news.metal.com/newscontent/102812419/SMM-Morning-Comment-For-SHFE-Base-Metals-On-June-20,2024-06-21,"Overnight, LME copper opened at $9,801/mt, hit a session low of $9,777/mt at the beginning, then fluctuated upwards to a session high of $9,889/mt at the end of the trading session, and finally closed at $9,883.5/mt, with open interest at 320,000 lots."
Rockman Industries elevates industry presence by joining AL Biz,https://news.metal.com/newscontent/102812388/Rockman-Industries-elevates-industry-presence-by-joining-AL-Biz,2024-06-21,Indian auto components manufacturer Rockman Industries has grown into a globally acclaimed supplier of high-quality automotive components.
UK Aluminium Federation (ALFED) submits response to UK CBAM Consultation,https://news.metal.com/newscontent/102812379/UK-Aluminium-Federation-ALFED-submits-response-to-UK-CBAM-Consultation,2024-06-21,"The UK Aluminium Federation (ALFED), representing the entire aluminium supply chain in the UK, has officially submitted a response to the UK Carbon Border Adjustment Mechanism (CBAM) Consultation."
SMM Aluminum Market Morning Comment (Jun 21),https://news.metal.com/newscontent/102812337/SMM-Aluminum-Market-Morning-Comment-Jun-21,2024-06-21,"Overnight, the most-traded SHFE 2408 aluminum contract opened at 20,595 yuan/mt, reaching a high of 20,630 yuan/mt and a low of 20,550 yuan/mt, and closed at 20,630 yuan/mt, up 35 yuan/mt, an increase of 0.17%."
The operating rate of domestic aluminium wire and cable industry slightly declined in May [SMM Analysis],https://news.metal.com/newscontent/102811558/The-operating-rate-of-domestic-aluminium-wire-and-cable-industry-slightly-declined-in-May-[SMM-Analysis],2024-06-20,"According to the SMM survey, the operating rate of the domestic aluminum wire and cable industry in May 2024 decreased by 0.38% MoM to 53.88%, up 6.12 percentage points YoY."
Domestic aluminum billets production has declined for two consecutive months [SMM Analysis],https://news.metal.com/newscontent/102811536/Domestic-aluminum-billets-production-has-declined-for-two-consecutive-months-[SMM-Analysis],2024-06-20,May was undoubtedly a challenging month for the domestic aluminum billet industry.
Whether the spot aluminum market can smoothly transition to a premium market? [SMM Analysis],https://news.metal.com/newscontent/102811513/Whether-the-spot-aluminum-market-can-smoothly-transition-to-a-premium-market-[SMM-Analysis],2024-06-20,"Since April 2024, driven by favorable factors such as macroeconomic conditions and expectations of a recovery in domestic and international manufacturing sector, the price center of the aluminum market climbed."
"From January to May 2024, cumulative imports of alumina increased by over 60%",https://news.metal.com/newscontent/102810908/From-January-to-May-2024-cumulative-imports-of-alumina-increased-by-over-60-,2024-06-20,"According to China Customs, in May 2024, China exported 101,500 mt of alumina, with cumulative exports from January to May 2024 reaching 653,500 mt."
China's monthly bauxite imports in May 2024 (including country rankings),https://news.metal.com/newscontent/102810784/Chinas-monthly-bauxite-imports-in-May-2024-including-country-rankings,2024-06-20,"According to the General Administration of Customs of China, in May 2024, China imported 13.549 million mt of bauxite, down 4.84% MoM, up 4.63% YoY."
"Aluminum prices experienced a significant pullback, with inventory leading the turnaround [SMM Analysis]",https://news.metal.com/newscontent/102810556/Aluminum-prices-experienced-a-significant-pullback-with-inventory-leading-the-turnaround-[SMM-Analysis],2024-06-20,"In mid-June, especially after the Dragon Boat Festival holiday, domestic aluminum prices quickly retreated from their high levels."
Rio Tinto invests to maintain anode production at Grande-Baie smelter,https://news.metal.com/newscontent/102810112/Rio-Tinto-invests-to-maintain-anode-production-at-Grande-Baie-smelter,2024-06-20,Rio Tinto will invest US$165 million (CA$226 million) in its Grande-Baie aluminium smelter to refurbish two anode baking furnaces that have reached the end of their useful life.
SMM Morning Comment For SHFE Base Metals On June 20,https://news.metal.com/newscontent/102810082/SMM-Morning-Comment-For-SHFE-Base-Metals-On-June-20,2024-06-20,"Overnight, LME copper opened at $9,780/mt, rose slightly to a session high of $9,815.5/mt at the beginning, then dropped slightly to a session low of $9,742/mt during the day."
India’s Vedanta Aluminium has its plan ready to face the EU’s CBAM challenge,https://news.metal.com/newscontent/102810129/India’s-Vedanta-Aluminium-has-its-plan-ready-to-face-the-EU’s-CBAM-challenge,2024-06-20,"In line with global efforts to combat climate change, the European Union has introduced a significant measure—the Carbon Border Adjustment Mechanism (CBAM), designed to regulate the import of carbon-intensive products, such as aluminium, by charging a tariff based on the emissions produced during their manufacturing."
SMM Aluminum Market Morning Comment (Jun 20),https://news.metal.com/newscontent/102810017/SMM-Aluminum-Market-Morning-Comment-Jun-20,2024-06-20,"Overnight, the most-traded SHFE 2408 aluminum contract opened at 20,485 yuan/mt, reached a high of 20,585 yuan/mt, a low of 20,485 yuan/mt, and closed at 20,535 yuan/mt, up 60 yuan/mt, an increase of 0.29%."
SMM China's remelting billets production and operating rate in May,https://news.metal.com/newscontent/102808614/SMM-Chinas-remelting-billets-production-and-operating-rate-in-May,2024-06-19,"In May 2024 (31 days), the total output of remelting billets nationwide was 175,800 mt, down 14,400 mt MoM from April 2024 (30 days), a decrease of 7.6%."
China Aluminum Ore and Concentrate Imports in May 2024,https://news.metal.com/newscontent/102808511/China-Aluminum-Ore-and-Concentrate-Imports-in-May-2024,2024-06-19,"According to data from the General Administration of Customs, China imported 13.55 million mt of aluminum ore and concentrates in May, down 4.83% MoM, up 4.7% YoY."
China Aluminum Semis Imports in May 2024,https://news.metal.com/newscontent/102808448/China-Aluminum-Semis-Imports-in-May-2024,2024-06-19,"According to data from the General Administration of Customs, China imported 310,000 mt of unwrought aluminum and aluminum semis in May, a YoY increase of 61.1%."
NALCO signs a lease for bauxite mining with 111 million tonnes of reserves,https://news.metal.com/newscontent/102808214/NALCO-signs-a-lease-for-bauxite-mining-with-111-million-tonnes-of-reserves,2024-06-19,"National Aluminium Company Limited (NALCO), a Navratna CPSE under the Ministry of Mines, has reportedly signed a mining lease deed with the State Government of Odisha."
"Sarawak's rich mineral resources, including bauxite, promise trillion-ringgit windfall",https://news.metal.com/newscontent/102808127/Sarawaks-rich-mineral-resources-including-bauxite-promise-trillion-ringgit-windfall,2024-06-19,"The Deputy Premier of the Malaysian state of Sarawak, Datuk Amar Awang Tengah Ali Hasan, recently revealed that Sarawak has various valuable minerals estimated to be worth RM1.25 trillion."
SMM Morning Comment For SHFE Base Metals On June 19,https://news.metal.com/newscontent/102807856/SMM-Morning-Comment-For-SHFE-Base-Metals-On-June-19,2024-06-19,"LME copper opened at $9,597/mt overnight, initially hitting a session low of $9,551/mt. It then rose throughout the session, reaching a high of $9,730.5/mt at the end of the trading session, and finally closed at $9,719/mt, with a gain of 0.26%."
SMM Aluminum Market Morning Comment (Jun 19),https://news.metal.com/newscontent/102807813/SMM-Aluminum-Market-Morning-Comment-Jun-19,2024-06-19,"Overnight, the most-traded SHFE aluminum 2408 contract opened at 20,330 yuan/mt, reached a high of 20,485 yuan/mt, a low of 20,320 yuan/mt, and closed at 20,455 yuan/mt, up 70 yuan/mt, an increase of 0.34%."
SMM Morning Comment For SHFE Base Metals On June 18,https://news.metal.com/newscontent/102805854/SMM-Morning-Comment-For-SHFE-Base-Metals-On-June-18,2024-06-18,"Overnight, LME copper opened at $9,645/mt, initially dropped to a session low of $9,587/mt, then fluctuated upwards, reaching a session high of $9,696.5/mt at the end of trading, and finally closed at $9,693.5/mt, with a decrease of 0.81%."
Survey and brief analysis of aluminum smelters’ in-plant alumina inventories by province in May,https://news.metal.com/newscontent/102805707/Survey-and-brief-analysis-of-aluminum-smelters’-in-plant-alumina-inventories-by-province-in-May,2024-06-18,"According to SMM's statistics in early June, the total alumina inventories at aluminum smelters nationwide amounted to 2.8815 million mt."
Aluminum prices to face short-term pressure due to weakening fundamentals,https://news.metal.com/newscontent/102805702/Aluminum-prices-to-face-short-term-pressure-due-to-weakening-fundamentals-,2024-06-18,"Last week, the macroeconomic environment was intertwined with bullish and bearish factors."
SMM Aluminum Market Morning Comment (Jun 18),https://news.metal.com/newscontent/102805673/SMM-Aluminum-Market-Morning-Comment-Jun-18,2024-06-18,"Overnight, the most-traded SHFE 2407 aluminum contract opened at 20,240 yuan/mt, reached a high of 20,380 yuan/mt, a low of 20,230 yuan/mt, and closed at 20,350 yuan/mt, up 70 yuan/mt, an increase of 0.35%."
